file	prompt	negative
rare/fire_flame_knight.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a knight in blackened plate armour raising a longsword wreathed in flame, the blade angled up and across the body, molten light glowing through the joints and visor slit of the armour, tattered cape lifted by the heat, sparks streaming off the sword edge, ornate detail, dynamic three-quarter stance, one signature effect layer, rim lighting, 8 to 11 colours, palette built around #FBCDD4 #FB7185 #EF4444 #B91C1C #7F0F0F	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
rare/thunder_storm_eye.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a standing figure in a pointed hood, the hood forming a clear wide triangle silhouette at the top, two bright slit eyes glowing inside the hood opening, a long straight cloak falling to a flat hem, and one large round orb with a dark iris floating just in front of the chest at arm's height. Thin lightning arcs connect the orb to the figure's raised hand. Both the hood triangle and the orb circle must stay clearly readable as separate shapes, ornate detail, dynamic three-quarter stance, one signature effect layer, rim lighting, 8 to 11 colours, palette built around #EEDFFC #C084FC #A855F7 #7E22CE #591495	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
rare/ice_frost_warden.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a sentinel encased in thick glacial armour, angular pauldrons and greaves carved with ancient runes that glow faintly from within the ice, gripping a long frost halberd planted at its side, breath condensing into a small cloud, hoarfrost spreading from where the weapon touches down, ornate detail, dynamic three-quarter stance, one signature effect layer, rim lighting, 8 to 11 colours, palette built around #C3F3F9 #67E8F9 #22D3EE #0891B2 #025B71	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
rare/rock_ridge_giant.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a giant humanoid figure standing upright and facing the viewer, clearly readable anatomy: one blocky head sunk between two enormous square shoulders, two thick arms hanging past the knees with fists closed, two short pillar legs planted apart. Its skin is grey stone with moss in the cracks, but the silhouette reads as a person first and rock second. Deep-set glowing eyes under a heavy brow, ornate detail, dynamic three-quarter stance, one signature effect layer, rim lighting, 8 to 11 colours, palette built around #F6D685 #FBBF24 #F59E0B #B45309 #733303	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
rare/grass_life_seed.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a sacred seed floating in mid-air, smooth ovoid husk with a spiral groove, a single delicate sprout unfurling from its crown, a thin ring of light encircling it horizontally, motes of green light spiralling upward around the husk, ornate detail, dynamic three-quarter stance, one signature effect layer, rim lighting, 8 to 11 colours, palette built around #9EE6B8 #4ADE80 #22C55E #15803D #09451F	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
rare/water_deep_pearl.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a great deep-sea shell hinged open, its ribbed halves framing a single luminous pearl resting inside, iridescent nacre lining the shell interior, the pearl casting light onto the shell walls, three small bubbles rising from the hinge, ornate detail, dynamic three-quarter stance, one signature effect layer, rim lighting, 8 to 11 colours, palette built around #BDD8F9 #60A5FA #3B82F6 #1D4ED8 #10359D	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
rare/fire_magma_heart.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a faceted gemstone with a molten core visible through its translucent walls, sharp geometric facets catching hard highlights, the inner magma glowing brightest at the centre and pulsing outward through veins in the stone, heat distortion rising from the top facet, ornate detail, dynamic three-quarter stance, one signature effect layer, rim lighting, 8 to 11 colours, palette built around #FBCDD4 #FB7185 #EF4444 #B91C1C #7F0F0F	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
rare/thunder_thunder_hammer.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a dwarven war hammer standing head-up, massive rectangular hammer head engraved with angular runes, short thick haft wrapped in worn leather, electricity arcing between the two striking faces, a chip missing from one corner of the head, ornate detail, dynamic three-quarter stance, one signature effect layer, rim lighting, 8 to 11 colours, palette built around #EEDFFC #C084FC #A855F7 #7E22CE #591495	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
rare/ice_eternal_mirror.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, an ornate hand mirror with a frost-rimed surface, circular frame of twisted silver-blue metal with a short handle, the glass clouded with frost at the edges and clearing toward the centre where a faint indistinct reflection shows, ice crystals growing outward from the frame, ornate detail, dynamic three-quarter stance, one signature effect layer, rim lighting, 8 to 11 colours, palette built around #C3F3F9 #67E8F9 #22D3EE #0891B2 #025B71	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
rare/rock_gold_shield.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a round shield forged from dense stone, seen face-on, a raised metal boss at the centre with gold inlay radiating outward in geometric channels, the stone surface scarred with deflected blows, riveted rim band, faint golden light in the inlay grooves, ornate detail, dynamic three-quarter stance, one signature effect layer, rim lighting, 8 to 11 colours, palette built around #F6D685 #FBBF24 #F59E0B #B45309 #733303	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
legend/grass_guardian.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a serpentine eastern dragon coiled into a sweeping S curve, its mane and whiskers formed from long trailing leaves, scales layered like overlapping petals, antlered head turned toward the viewer, exhaling a stream of green breath that sprouts tiny shoots where it passes, body wrapping into the depth of the frame, epic dynamic diagonal composition, strong backlight, floating particles, faint environmental wisps, 12 to 16 colours, palette built around #9EE6B8 #4ADE80 #22C55E #15803D #09451F	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
legend/water_guardian.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, an immense whale breaching upward in a great arc, its underside pale and ridged, water sheeting off its flanks in curtains, a wide ring of waves breaking below where it left the surface, spray fanning behind the tail, one calm ancient eye visible, epic dynamic diagonal composition, strong backlight, floating particles, faint environmental wisps, 12 to 16 colours, palette built around #BDD8F9 #60A5FA #3B82F6 #1D4ED8 #10359D	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
legend/fire_guardian.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a phoenix rising with both wings thrown open upward into a wide V, long tail feathers streaming down in ribbons of flame, plumage transitioning from deep ember at the body to bright fire at the feather tips, head thrown back mid-cry, ash and sparks swirling in its updraft, epic dynamic diagonal composition, strong backlight, floating particles, faint environmental wisps, 12 to 16 colours, palette built around #FBCDD4 #FB7185 #EF4444 #B91C1C #7F0F0F	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
legend/thunder_guardian.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a great eagle in a steep dive, wings swept back tight against the airflow forming an arrowhead silhouette, talons extended forward, feathers edged with crackling electricity, a fork of lightning splitting the air along its dive path, fierce forward-locked gaze, epic dynamic diagonal composition, strong backlight, floating particles, faint environmental wisps, 12 to 16 colours, palette built around #EEDFFC #C084FC #A855F7 #7E22CE #591495	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
legend/ice_guardian.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a lone wolf in full profile, head raised in a howl, thick frost-laden ruff around its neck, ice crystals forming along its spine and the tips of its fur, breath rising as a visible plume, paws planted in snow with frost radiating outward from each print, epic dynamic diagonal composition, strong backlight, floating particles, faint environmental wisps, 12 to 16 colours, palette built around #C3F3F9 #67E8F9 #22D3EE #0891B2 #025B71	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
legend/rock_guardian.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, an ancient tortoise with a mountain growing from its shell, the carapace rising into a rocky peak with tiny terraces and a thread of waterfall down one side, thick pillar legs, deeply wrinkled neck and a slow patient gaze, worn glyphs carved across the shell plates recording history, epic dynamic diagonal composition, strong backlight, floating particles, faint environmental wisps, 12 to 16 colours, palette built around #F6D685 #FBBF24 #F59E0B #B45309 #733303	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
